job_id,company_id,country,industry,company_speciality,company_size,job_title,work_specialization,pay_period,average_hourly_rate
3757929921,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757929899,2238.0,FR,Food and Beverage Manufacturing,Fresh Dairy products,7.0,"Senior Category Activation Manager, Ingredients",Product Management,YEARLY,57.45
3757929797,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757929719,2238.0,FR,Food and Beverage Manufacturing,Fresh Dairy products,7.0,"Manager, Producer Relations Manager (PRM) West",Distribution,YEARLY,42.07
3757929630,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757928987,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757928981,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757928980,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757928954,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757928953,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757928939,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757927991,90486854.0,0,Hospitals and Health Care,,1.0,"Full Time Optometrist OD Texarkana, Texas $180K",Health Care Provider,YEARLY,76.92
3757927968,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757927949,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757927940,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757927855,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757927838,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757927797,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757924400,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757924397,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757924020,2908367.0,US,Staffing & Recruiting,Executive Search,4.0,Search Consultant / Recruiter,Human Resources,YEARLY,168.27
3757923657,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757923650,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757923408,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757922739,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757922476,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757922135,2957445.0,NL,Travel Arrangements,Reservation Software for Activity and Tourism Businesses,4.0,Fullstack Engineer,Engineering,YEARLY,73.37
3757922078,7170.0,US,Motor Vehicle Manufacturing,Manufacture and sales of passenger cars and commercial vehicles,4.0,"Specialist, Accounts Receivable",Accounting/Auditing,HOURLY,30.88
3757921575,77156037.0,US,Retail,,,Production Manager,Marketing,YEARLY,30.05
3757921570,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757921539,1595517.0,GB,Staffing and Recruiting,Optometry,1.0,Full-Time ER Veterinarian J183578,Health Care Provider,YEARLY,61.3
3757921424,86969238.0,US,Hospitals and Health Care,wellness,2.0,Kitchen Assistant,Management,HOURLY,21.75
3757921377,290915.0,US,Hospitals and Health Care,Alcohol and Drug Treatment,6.0,Housekeeping EVS I - FT Days,Management,HOURLY,19.69
3757921082,2031248.0,US,Hospitals and Health Care,In Home Health Care Services,5.0,Registered Nurse (RN) Openings - New Grads Welcome!,Health Care Provider,HOURLY,37.25
3757921000,112768.0,US,Biotechnology Research,,3.0,"Sr. Manager, Supply Chain Planning",Management,YEARLY,84.13
3757920484,86969238.0,US,Hospitals and Health Care,wellness,2.0,Houskeeper,Other,HOURLY,23.5
3757920253,3807788.0,US,Hospital & Health Care,Mental Health,7.0,ASSISTANT COORDINATOR OF NURSING SERVICES,Health Care Provider,MONTHLY,63.19
3757920116,27185258.0,US,Entertainment,Bowling,6.0,Assistant General Manager,Management,HOURLY,32.0
3757920029,1811868.0,US,Financial Services,,7.0,(Remote) HR Business Partner,Human Resources,YEARLY,47.36
3757919585,73013724.0,US,Financial Services,,3.0,Sales Manager,Sales,YEARLY,114.18
3757919581,2238.0,FR,Food and Beverage Manufacturing,Fresh Dairy products,7.0,IT Data and Finance Manager ,Finance,YEARLY,42.07
3757919574,29622.0,US,Hospitality,Restaurant,2.0,Sales Director,Customer Service,YEARLY,45.67
3757919520,213591.0,US,Advertising Services,Digital Strategy,1.0,Digital Strategist,Marketing,YEARLY,34.86
3757919294,164414.0,US,Hospitals and Health Care,Cancer,7.0,Surgical Technologist,Health Care Provider,HOURLY,28.99
3757919274,32478.0,US,Food Production,Bacon,7.0,Production Supervisor - 2nd Shift,Management,YEARLY,33.59
3757919225,2031248.0,US,Hospitals and Health Care,In Home Health Care Services,5.0,Registered Nurse - RN,Health Care Provider,HOURLY,37.25
3757918639,,,,,,Staff Scientist,Research,YEARLY,72.12
3757918548,2908367.0,US,Staffing & Recruiting,Executive Search,4.0,Land Development Manager,Management,YEARLY,48.08
3757918458,2031248.0,US,Hospitals and Health Care,In Home Health Care Services,5.0,Licensed Practical Nurse - LPN - Home Health,Health Care Provider,HOURLY,29.25
3757918366,112768.0,US,Biotechnology Research,,3.0,"Senior Manager, SEC Reporting & Technical Accounting",Research,YEARLY,97.36
3757918262,372915.0,US,IT Services and IT Consulting,IT,4.0,Grease Sales Representative,Sales,YEARLY,51.68
3757918069,164876.0,US,Retail,Specialty Retail,6.0,Sleep Expert - Sales,Sales,YEARLY,41.83
3757917629,164414.0,US,Hospitals and Health Care,Cancer,7.0,Medical Assistant Orthopedics and Sports Medicine,Health Care Provider,HOURLY,22.82
3757917593,78853109.0,US,Professional Training & Coaching,Sales Training,2.0,Sales Director,Sales,YEARLY,132.21
3757917361,290915.0,US,Hospitals and Health Care,Alcohol and Drug Treatment,6.0,Sterile Processing Tech - FT Evenings,Health Care Provider,HOURLY,27.71
3757917315,372915.0,US,IT Services and IT Consulting,IT,4.0,IT Help Desk Technician,Information Technology,HOURLY,17.45
3757917262,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,Regional Account Manager,Sales,YEARLY,18.03
3757917244,5262.0,DK,Truck Transportation,Global transport and logistics,7.0,Health & Safety Assistant,General Business,HOURLY,20.0
3757917234,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,National Account Manager,Sales,YEARLY,24.04
3757917228,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,Global Account Manager,Sales,YEARLY,26.44
3757917227,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,Global Account Manager,Sales,YEARLY,26.44
3757917226,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,Global Account Manager,Sales,YEARLY,26.44
3757917222,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,"Field Technician, Orlando, FL",Engineering,YEARLY,33.06
3757917144,220336.0,US,Hospitality,hospitality,7.0,Front Desk Supervisor,Management,HOURLY,22.5
3757917058,1881.0,US,Defense and Space Manufacturing,,7.0,"Director, Global Process Owner",Business Development,YEARLY,103.39
3757916682,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,Regional Account Manager,Sales,YEARLY,18.03
3757916659,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,Global Account Manager,Sales,YEARLY,26.44
3757916538,8759.0,0,Law Practice,,5.0,Bankruptcy Litigation Associate - Mid/Senior Level - Seattle,Legal,YEARLY,133.41
3757916452,20372.0,US,Spectator Sports,,3.0,Junior Web Development Associate,Engineering,HOURLY,25.0
3757916390,7614.0,US,Manufacturing,HVAC Innovation,7.0,Counter Sales Associate,Sales,YEARLY,21.79
3757916367,1177302.0,US,Building Materials,Door Hardware,7.0,Inside Sales Representative - (PST Hours),Sales,YEARLY,27.64
3757916283,2029.0,US,Retail,Athletic Shoes,7.0,MAINTENANCE POINTGUARD I (Sr Maintenance Tech),Management,HOURLY,30.75
3757915936,6487.0,US,Hospital & Health Care,Kidney Care,7.0,"Revenue Coordinator, ROPS",Accounting/Auditing,HOURLY,20.0
3757915782,8274.0,US,Retail,Running & Outdoor,6.0,Retail Sales Associate (Seasonal),Sales,HOURLY,17.52
3757915725,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,"Sales Director, New York, NY",Sales,YEARLY,62.5
3757915691,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,Global Account Manager,Sales,YEARLY,27.64
3757915689,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,Global Account Manager,Sales,YEARLY,26.44
3757915688,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,"Fiber Technician, Charleston, SC",Engineering,YEARLY,33.06
3757915686,3608.0,US,Computer Hardware Manufacturing,GPU-accelerated computing,7.0,Senior SRE Software Engineer - Block Storage,Engineering,YEARLY,99.58
3757915671,18577044.0,US,Hospitals and Health Care,Recruitment,2.0,Obstetrician/Gynecologist,Health Care Provider,YEARLY,181.81
3757915626,80181.0,US,Furniture and Home Furnishings Manufacturing,Furniture Collections,5.0,Design Consultant,Design,YEARLY,62.5
3757915601,164876.0,US,Retail,Specialty Retail,6.0,Sleep Expert - Sales,Sales,YEARLY,41.83
3757915550,2906528.0,US,Software Development,Deep Learning,2.0,Senior HPC Systems Engineer,Information Technology,YEARLY,103.37
3757915521,84054714.0,US,Retail Apparel and Fashion,,5.0,Sales Associate,Sales,HOURLY,16.0
3757915513,290915.0,US,Hospitals and Health Care,Alcohol and Drug Treatment,6.0,Housekeeping EVS I - FT Eve,Management,HOURLY,19.69
3757915453,1612.0,US,Hospitals and Health Care,Nutrition,7.0,"Statistician (Santa Clara, CA or Irving, TX)",Research,YEARLY,40.87
3757915353,3493.0,US,Food and Beverage Services,Marketing,7.0,Checker Operator 2nd shift,Management,HOURLY,21.44
3757915334,3242.0,US,Paper and Forest Product Manufacturing,Paper and Packaging Products,7.0,Industrial Mechanic,Management,HOURLY,32.41
3757915247,2029.0,US,Retail,Athletic Shoes,7.0,"Store Associate, PT - Williamsburg VA",Customer Service,HOURLY,15.5
3757915246,62923.0,US,Construction,Heavy Civil Construction,5.0,Staff Accountant,Finance,YEARLY,31.25
3757915245,63316.0,US,Machinery Manufacturing,Packaging Machinery,4.0,Sales Executive - VFFS & Flow Wrapping (Remote - North West US),Sales,YEARLY,43.27
3757915181,14611.0,US,Apparel & Fashion,,5.0,Visual Merchandising Manager-Wholesale,Marketing,YEARLY,51.83
3757915081,808034.0,US,Staffing & Recruiting,Aya Healthcare,6.0,"Permanent Staff Ultrasound Tech - General job in West Plains, MO - Make $28 - $40/hour",Health Care Provider,HOURLY,34.0
3757915058,11011.0,GB,Construction,Programme strategy and set up,6.0,Program Controls Analyst – Data Center Construction,Consulting,YEARLY,61.3
3757915005,7396.0,US,Utilities,Utility,7.0,Service Connection Associate,Other,HOURLY,28.66
3757914953,10667.0,US,Computer Software,Connectivity,7.0,Product Designer,Design,YEARLY,90.62
3757914937,27185258.0,US,Entertainment,Bowling,6.0,Restaurant / Entertainment Manager,Marketing,HOURLY,27.0
3757914893,808034.0,US,Staffing & Recruiting,Aya Healthcare,6.0,"Permanent Staff CT Tech job in West Plains, MO - Make $24 - $35/hour",Engineering,HOURLY,29.5
3757914873,220336.0,US,Hospitality,hospitality,7.0,Food and Fun Manager,Management,YEARLY,32.76
3757914782,372915.0,US,IT Services and IT Consulting,IT,4.0,US State Tax Manager,Finance,YEARLY,88.94
3757914695,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,Global Account Manager,Sales,YEARLY,26.44
3757914689,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,Global Account Manager,Sales,YEARLY,27.64
3757914604,2602522.0,US,Software Development,CDN,4.0,"Senior Technical Program Manager, Network Infrastructure",Engineering,YEARLY,74.35
3757914587,15798.0,US,Hospitals and Health Care,Sharps and Medical Waste Disposal Service,7.0,Transportation Supervisor,Management,YEARLY,30.05
3757914548,8759.0,0,Law Practice,,5.0,Legal Document Specialist,Administrative,YEARLY,43.27
3757914547,50432.0,US,Hospitals and Health Care,Memory Care Assisted Living,5.0,Outside Sales Director (Community Ambassador),Sales,YEARLY,40.14
3757914317,18563.0,US,Real Estate,Luxury Apartments,5.0,Maintenance Manager (1457 Apartment Homes),Quality Assurance,YEARLY,40.87
3757913895,290915.0,US,Hospitals and Health Care,Alcohol and Drug Treatment,6.0,Steam Engineer - FT Nights,Engineering,HOURLY,42.3
3757913891,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,Global Account Manager,Sales,YEARLY,26.44
3757913760,3002336.0,US,Construction,Construction Cost Consulting,1.0,Senior Electrical Estimator,,YEARLY,60.1
3757913646,1612.0,US,Hospitals and Health Care,Nutrition,7.0,Technical Writer,Marketing,YEARLY,40.87
3757913624,10769.0,US,Hospital & Health Care,Faith-based Healthcare,7.0,Physician- Family Medicine,Health Care Provider,YEARLY,36.06
3757913569,2470561.0,US,Non-profit Organizations,Permanent Housing Development,5.0,Leave of Absence Coordinator (JR 3915),Other,HOURLY,27.29
3757913163,7396.0,US,Utilities,Utility,7.0,Control Room Supervisor In-Training,Management,YEARLY,52.24
3757913107,162640.0,US,Banking,,5.0,Client Relationship Consultant I,Consulting,HOURLY,21.5
3757912819,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,Global Account Manager,Sales,YEARLY,26.44
3757912817,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,Global Account Manager,Sales,YEARLY,26.44
3757912813,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,"Fiber Technician-Orlando, FL",Engineering,YEARLY,33.06
3757912791,5262.0,DK,Truck Transportation,Global transport and logistics,7.0,Freight Forwarder - Air Import & Air Export,General Business,HOURLY,22.5
3757912732,2602522.0,US,Software Development,CDN,4.0,"Senior Technical Program Manager, Network Infrastructure",Engineering,YEARLY,74.35
3757912731,2602522.0,US,Software Development,CDN,4.0,"Senior Technical Program Manager, Network Infrastructure",Engineering,YEARLY,74.35
3757912704,8058.0,US,Staffing & Recruiting,Management,2.0,Medical Sales Representative,Sales,YEARLY,54.09
3757912654,3002336.0,US,Construction,Construction Cost Consulting,1.0,Estimator,Management,YEARLY,34.86
3757912493,3608.0,US,Computer Hardware Manufacturing,GPU-accelerated computing,7.0,"Senior Technical Program Manager, IT Infrastructure",Project Management,YEARLY,93.21
3757912385,2029.0,US,Retail,Athletic Shoes,7.0,"Store Associate, SEAS - Eugene",Customer Service,HOURLY,15.5
3757912384,40919467.0,US,Performing Arts,,2.0,Finance Associate,Finance,YEARLY,32.45
3757912294,14611.0,US,Apparel & Fashion,,5.0,Sales Associate,Sales,HOURLY,20.0
3757912247,164798.0,US,Financial Services,,7.0,Release Train Engineer,Engineering,YEARLY,72.01
3757912241,76074281.0,US,Insurance,Roadside Assistance,7.0,Sales Account Executive,Sales,YEARLY,46.88
3757912187,166551.0,US,Food Production,World's largest processor and marketer of protein food products,7.0,"3rd Shift Lead Operator Class 6-Full Time – Zeeland, MI 49464",Management,HOURLY,25.0
3757912173,3257923.0,US,Medical Equipment Manufacturing,Endodontics,5.0,Regulatory Affairs Coordinator,Legal,HOURLY,24.7
3757912138,7396.0,US,Utilities,Utility,7.0,Sr Manager Operations,Management,YEARLY,59.94
3757912053,1100944.0,US,Mining,"Mining - Copper, Gold, Molybdenum, Cobalt, Oil & Gas",7.0,Locomotive Diagnostic Mechanic,Management,HOURLY,30.75
3757911992,3608.0,US,Computer Hardware Manufacturing,GPU-accelerated computing,7.0,Senior Product Manager - Accelerated Apache Spark,Product Management,YEARLY,135.58
3757911891,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,Global Account Manager,Sales,YEARLY,26.44
3757911888,163139.0,US,Telecommunications,Dedicated Internet Access,4.0,Global Account Manager,Sales,YEARLY,26.44
3757911730,1612.0,US,Hospitals and Health Care,Nutrition,7.0,"Direct Sales Representative, CRM - Milwaukee, WI",Sales,YEARLY,32.69
3757911718,1258341.0,US,Education Administration Programs,Alternative Education,5.0,Part-time Mandarin Teacher,Education,HOURLY,29.5
3757911650,20372.0,US,Spectator Sports,,3.0,Process Improvement & Robotic Process Automation (RPA) Analyst,Management,YEARLY,74.76
3757911572,3608.0,US,Computer Hardware Manufacturing,GPU-accelerated computing,7.0,"Principal Software Engineer, MLOps Infrastructure",Engineering,YEARLY,163.94
3757911571,3608.0,US,Computer Hardware Manufacturing,GPU-accelerated computing,7.0,"Senior Financial Analyst, Operations and Manufacturing",Finance,YEARLY,67.31
3757911313,76074281.0,US,Insurance,Roadside Assistance,7.0,Roadside Assistance Dispatcher,Management,HOURLY,20.84
3757911131,1100944.0,US,Mining,"Mining - Copper, Gold, Molybdenum, Cobalt, Oil & Gas",7.0,Shovel/Drill Diagnostic Mechanic I,Other,HOURLY,30.75
3757911076,11440.0,GB,Pharmaceutical Manufacturing,Pharmaceutical development services,6.0,Sr. Distribution Associate - Weekend Shift,Other,HOURLY,21.0
3757911055,28923.0,US,Retail,Retail,7.0,Retail Sales Associate,Sales,HOURLY,16.5
3757911046,1387626.0,US,Real Estate,Property Management,5.0,Groundskeeper,Management,HOURLY,18.0
3757910899,3608.0,US,Computer Hardware Manufacturing,GPU-accelerated computing,7.0,Deep Learning Algorithms Manager,Engineering,YEARLY,151.44
3757910888,3617422.0,US,Hospitals and Health Care,,7.0,Medical Assistant Certified Float - Urgent Care,Health Care Provider,HOURLY,21.66
3757910874,3493.0,US,Food and Beverage Services,Marketing,7.0,Material Supply- 2nd shift,Management,HOURLY,20.74
3757910648,76074281.0,US,Insurance,Roadside Assistance,7.0,Life Sales Agent,Sales,YEARLY,46.03
3757910550,18649640.0,US,Government Administration,,4.0,Telework Option - Hybrid - IT Security Specialist,Information Technology,MONTHLY,45.36
3757910519,2906528.0,US,Software Development,Deep Learning,2.0,Data Center Technician,Information Technology,YEARLY,34.86
3757910466,82291209.0,0,Hospitality,,7.0,Front Desk Supervisor  ,Management,HOURLY,15.5
3757910351,3162.0,US,Higher Education,What Starts Here Changes the World,7.0,"Communications Manager, Texas McCombs",Marketing,YEARLY,32.45
3757910126,3162.0,US,Higher Education,What Starts Here Changes the World,7.0,"Senior Communications Manager, Texas McCombs",Marketing,YEARLY,38.46
3757909947,1612.0,US,Hospitals and Health Care,Nutrition,7.0,Senior Quality Assurance Professional,Quality Assurance,YEARLY,51.44
3757909912,14013914.0,US,Financial Services,,3.0,Design Creative Producer,Marketing,YEARLY,62.5
3757909879,585331.0,US,Hospitals and Health Care,Body Contouring,5.0,Surgical Technician,Health Care Provider,HOURLY,29.61
3757909860,406934.0,US,Banking,,3.0,Senior Technical Program Manager,Project Management,YEARLY,71.78
3757909841,3242.0,US,Paper and Forest Product Manufacturing,Paper and Packaging Products,7.0,Truck Driver 3,Management,HOURLY,23.38
3757909739,2908367.0,US,Staffing & Recruiting,Executive Search,4.0,Tax Senior,Accounting/Auditing,YEARLY,33.65
3757909658,808034.0,US,Staffing & Recruiting,Aya Healthcare,6.0,"Permanent Staff Medical Surgical RN job in Jackson, TN - Make $25 to $40/hour",Health Care Provider,HOURLY,32.5
3757909578,18649640.0,US,Government Administration,,4.0,Telework Option - Housing Policy Analyst,Other,MONTHLY,39.67
3757909542,117893.0,US,Medical Equipment Manufacturing,,4.0,Implant Direct Regional Sales Representative (Los Angeles),Sales,YEARLY,41.44
3757909497,7396.0,US,Utilities,Utility,7.0,Fleet Technician II - Rotating,Management,HOURLY,43.95
3757909453,6172983.0,US,Real Estate,Real Estate Development,3.0,Recertification Specialist,Other,YEARLY,25.24
3757909418,2701.0,US,Insurance,Insurance,7.0,Data Foundation Engineering Leader – GRS Tech,Information Technology,YEARLY,99.16
3757909188,3896.0,FR,Software Development,PLM,7.0,"Simulia Industry Process Consultant - Electro Magnetics –Santa Clara, CA or Waltham, MA",Management,YEARLY,61.3
3757909059,9804.0,US,Insurance,Auto Insurance,6.0,SW Dev Analyst Associate,Engineering,HOURLY,35.0
3757908906,6859.0,US,Hospitality,Hospitality,7.0,Food and Fun Manager,Management,YEARLY,32.76
3757908797,1387626.0,US,Real Estate,Property Management,5.0,Maintenance Technician,Management,HOURLY,21.0
3757908789,6893.0,US,Insurance,Dental ,5.0,Senior Organizational Effectiveness Consultant - Tech & Product,Human Resources,YEARLY,58.87
3757908633,165944.0,US,Chemicals,Industrial and Marine Coatings-Global Organization,7.0,Bilingual Customer Service Specialist (Spanish),Sales,HOURLY,16.0
3757908556,356044.0,US,Hospitals and Health Care,Physical Therapy,4.0,Physical Therapist-$5000 Sign on Bonus,Health Care Provider,YEARLY,42.31
3757908366,1908498.0,US,Hospital & Health Care,Physical Therapy,5.0,Patient Services Coordinator - Front Office,Health Care Provider,HOURLY,17.83
3757908345,356044.0,US,Hospitals and Health Care,Physical Therapy,4.0,Physical Therapist -$5000 Sign on Bonus,Health Care Provider,YEARLY,42.31
3757908303,2301992.0,US,Financial Services,Refinancing Student Loans,5.0,Collections Associate,Accounting/Auditing,HOURLY,24.0
3757908259,36995.0,US,Retail,,7.0,Store Associate San Luis Obispo #401,Sales,HOURLY,16.0
3757908167,10667.0,US,Computer Software,Connectivity,7.0,"Reality Labs Accounting Manager, Sourcing",Purchasing,YEARLY,64.66
3757908157,17937.0,US,Staffing & Recruiting,Marketing,3.0,Director of Key Accounts (Beauty),Sales,YEARLY,144.32
3757908137,43093.0,GB,Information Technology & Services,Onshore Wind,5.0,Mechanic II,Management,HOURLY,30.5
3757907833,28923.0,US,Retail,Retail,7.0,Senior Retail Stocking Associate,Management,HOURLY,17.5
3757907821,6893.0,US,Insurance,Dental ,5.0,Senior Organizational Effectiveness Consultant - Tech & Product,Human Resources,YEARLY,58.87
3757907398,1908498.0,US,Hospital & Health Care,Physical Therapy,5.0,Patient Services Coordinator - Front Office,Health Care Provider,HOURLY,16.79
3757907338,18043.0,US,Staffing & Recruiting,Finance and Accounting,5.0,"BILINGUAL RECRUITER- Forest Park, IL - Full time- In Office",Human Resources,HOURLY,25.0
3757907269,66935.0,US,Software Development,cloud,5.0,"Enterprise Sales Leader (AMER, West Coast)",Sales,YEARLY,125.0
3757906759,1613226.0,US,Biotechnology Research,"Laboratory instruments, apparatus, and consumables for life science research",6.0,Copywriter,Marketing,YEARLY,46.9
3757906748,1122744.0,US,Food Production,Sales Service,6.0,Stand up Reach Operator,Management,HOURLY,17.5
3757906682,165944.0,US,Chemicals,Industrial and Marine Coatings-Global Organization,7.0,Paint Store Associate (Bilingual Spanish) - Part Time $14.50phr,Human Resources,HOURLY,14.0
3757906681,165944.0,US,Chemicals,Industrial and Marine Coatings-Global Organization,7.0,Bilingual Customer Service Specialist (Spanish),Sales,HOURLY,15.0
